address_id,address_text,city,province,postal_code,latitude,longitude
ADR01693,"Jl. Gg. Astana Anyar No. 180, RT 07/RW 07",Surabaya,Jawa Timur,28937,-89.53076,140.488201
ADR01694,"Jalan Jalan Veteran No. 75, RT 09/RW 02",Makassar,Sulawesi Selatan,32933,88.5075295,-152.042041
ADR01695,"Jalan Jl. Laswi No. 125, RT 08/RW 08",Medan,Sumatera Utara,85212,-18.157028,-175.508366
ADR01696,"Komp. Gg. HOS. Cokroaminoto No. 176, RT 03/RW 05",Medan,Sumatera Utara,41748,18.747161,-156.508494
ADR01697,"Jl. Gg. Pasteur No. 185, RT 14/RW 02",Yogyakarta,DI Yogyakarta,47690,80.759109,-88.947741
ADR01698,"Komp. Jl. Rawamangun No. 184, RT 10/RW 07",Semarang,Jawa Tengah,99904,-5.360399,-154.842554
ADR01699,"Jalan Jl. KH Amin Jasuta No. 149, RT 11/RW 02",Surabaya,Jawa Timur,69278,-45.675815,152.012444
ADR01700,"Gang Jalan Rumah Sakit No. 19, RT 03/RW 10",Yogyakarta,DI Yogyakarta,98374,-5.0898875,-58.855198
ADR01701,"Gang Gang Cikapayang No. 4, RT 02/RW 01",Semarang,Jawa Tengah,26849,-80.3121535,107.929735
ADR01702,"Gang Gang PHH. Mustofa No. 93, RT 14/RW 05",Bandung,Jawa Barat,20659,-29.1762805,-116.826265
ADR01703,"Jl. Gg. M.T Haryono No. 38, RT 15/RW 02",Makassar,Sulawesi Selatan,82790,14.793206,158.444865
ADR01704,"Gg. Gang Sadang Serang No. 41, RT 05/RW 06",Surabaya,Jawa Timur,34854,-58.300467,-63.354723
ADR01705,"Gg. Jl. Bangka Raya No. 57, RT 09/RW 03",Semarang,Jawa Tengah,16252,-30.0485665,-162.756052
ADR01706,"Jalan Gg. Lembong No. 152, RT 11/RW 02",Denpasar,Bali,49452,-85.9619755,-44.819331
ADR01707,"Jl. Jalan Pelajar Pejuang No. 106, RT 15/RW 08",Surabaya,Jawa Timur,05267,-35.843232,98.288387
ADR01708,"Jl. Gg. Sukabumi No. 184, RT 03/RW 04",Surabaya,Jawa Timur,31876,-28.6631235,174.418171
ADR01709,"Jl. Gang Cihampelas No. 174, RT 07/RW 03",Bandung,Jawa Barat,22026,32.3558315,120.143884
ADR01710,"Gang Gang Dr. Djunjunan No. 112, RT 14/RW 10",Jakarta,DKI Jakarta,70570,-47.103967,79.268533
ADR01711,"Gg. Jl. Moch. Ramdan No. 13, RT 14/RW 01",Denpasar,Bali,00003,67.732589,-173.637345
ADR01712,"Jl. Jl. Cikutra Barat No. 6, RT 05/RW 07",Denpasar,Bali,09282,-59.839204,-178.029424
ADR01713,"Jl. Gg. Monginsidi No. 106, RT 11/RW 09",Medan,Sumatera Utara,51417,45.2224095,131.669106
ADR01714,"Jalan Gg. Siliwangi No. 117, RT 04/RW 03",Bandung,Jawa Barat,01624,-52.5523875,139.231443
ADR01715,"Jl. Gang Soekarno Hatta No. 24, RT 04/RW 04",Medan,Sumatera Utara,87097,65.9997225,-132.080792
ADR01716,"Jl. Gang Jamika No. 126, RT 08/RW 04",Bandung,Jawa Barat,05832,49.6315125,-58.243654
ADR01717,"Gang Jalan Soekarno Hatta No. 157, RT 02/RW 06",Bandung,Jawa Barat,54496,-32.440036,-82.520613
ADR01718,"Jalan Jalan PHH. Mustofa No. 19, RT 09/RW 08",Makassar,Sulawesi Selatan,60472,70.801455,-42.387965
ADR01719,"Jl. Jalan K.H. Wahid Hasyim No. 191, RT 04/RW 04",Bandung,Jawa Barat,90014,-29.9200345,-127.421387
ADR01720,"Gang Jl. Bangka Raya No. 165, RT 13/RW 10",Denpasar,Bali,97067,84.3152815,-155.850244
ADR01721,"Perum. Jalan Antapani Lama No. 104, RT 01/RW 06",Jakarta,DKI Jakarta,41935,-81.595913,90.32206
ADR01722,"Jalan Gg. Pasteur No. 28, RT 09/RW 09",Bandung,Jawa Barat,33574,-69.921124,11.143007
ADR01723,"Blok Jl. Moch. Toha No. 170, RT 15/RW 01",Denpasar,Bali,28815,-67.493518,173.324546
ADR01724,"Jl. Gang Moch. Toha No. 21, RT 10/RW 02",Jakarta,DKI Jakarta,53799,62.816513,-123.255708
ADR01725,"Gg. Gang Yos Sudarso No. 63, RT 01/RW 06",Medan,Sumatera Utara,87684,84.049169,-126.603746
ADR01726,"Jalan Gg. Gegerkalong Hilir No. 199, RT 13/RW 01",Denpasar,Bali,61362,-20.10443,-54.403557
ADR01727,"Gang Jalan Joyoboyo No. 15, RT 02/RW 01",Yogyakarta,DI Yogyakarta,73959,-28.524036,-98.45756
ADR01728,"Jl. Gang Pasteur No. 78, RT 12/RW 06",Surabaya,Jawa Timur,55463,-52.3833455,-133.414594
ADR01729,"Jl. Gg. Asia Afrika No. 93, RT 03/RW 05",Makassar,Sulawesi Selatan,62686,-64.5645145,-156.951012
ADR01730,"Jl. Gang Waringin No. 173, RT 07/RW 08",Denpasar,Bali,07798,66.7280485,102.961276
ADR01731,"Gang Jalan M.T Haryono No. 70, RT 02/RW 07",Semarang,Jawa Tengah,74333,76.0977015,165.040153
ADR01732,"Gang Jalan Raya Setiabudhi No. 149, RT 03/RW 06",Medan,Sumatera Utara,49625,-45.247098,10.341936
ADR01733,"Jl. Jalan Pacuan Kuda No. 78, RT 08/RW 02",Jakarta,DKI Jakarta,53953,-72.616227,-75.550777
ADR01734,"Komp. Jl. Setiabudhi No. 163, RT 03/RW 04",Semarang,Jawa Tengah,14857,0.9254535,-139.227827
ADR01735,"Komp. Gang Moch. Toha No. 109, RT 13/RW 10",Makassar,Sulawesi Selatan,92621,67.75176,60.313557
ADR01736,"Jalan Jl. Rajawali Barat No. 162, RT 01/RW 07",Semarang,Jawa Tengah,72654,-39.992865,-6.269524
ADR01737,"Gg. Gang Abdul Muis No. 27, RT 10/RW 03",Jakarta,DKI Jakarta,94611,23.743169,-179.736291
ADR01738,"Jl. Jl. Rajiman No. 128, RT 13/RW 04",Denpasar,Bali,52548,18.5253535,-116.791232
ADR01739,"Jl. Jalan Ahmad Dahlan No. 157, RT 05/RW 06",Semarang,Jawa Tengah,51108,-85.2238855,-75.481031
ADR01740,"Jl. Gg. Gardujati No. 31, RT 03/RW 08",Medan,Sumatera Utara,47105,34.2658595,108.397381
ADR01741,"Jl. Jalan Pacuan Kuda No. 14, RT 11/RW 07",Makassar,Sulawesi Selatan,13119,-7.0751785,163.175607
ADR01742,"Gg. Gg. Ciumbuleuit No. 182, RT 09/RW 02",Bandung,Jawa Barat,03666,-87.5614025,53.052578
ADR01743,"Jl. Jl. Stasiun Wonokromo No. 132, RT 14/RW 06",Makassar,Sulawesi Selatan,98815,66.787477,-33.486259
ADR01744,"Jl. Gang Cikutra Barat No. 73, RT 12/RW 06",Yogyakarta,DI Yogyakarta,95599,-61.131228,-2.63636
ADR01745,"Gg. Gg. K.H. Wahid Hasyim No. 196, RT 07/RW 07",Makassar,Sulawesi Selatan,50901,11.0381555,162.476535
ADR01746,"Jl. Gg. Kiaracondong No. 28, RT 10/RW 05",Jakarta,DKI Jakarta,44316,-45.9387165,-61.283121
ADR01747,"Jl. Jl. Pacuan Kuda No. 162, RT 13/RW 02",Denpasar,Bali,04520,51.396461,-94.72958
ADR01748,"Perum. Gg. Abdul Muis No. 142, RT 11/RW 08",Semarang,Jawa Tengah,88883,-72.096949,-133.064629
ADR01749,"Jalan Gang Kiaracondong No. 146, RT 07/RW 06",Jakarta,DKI Jakarta,76844,-16.359558,-144.616141
ADR01750,"Perum. Jl. Kutisari Selatan No. 3, RT 07/RW 02",Bandung,Jawa Barat,70622,77.93524,-120.410216
ADR01751,"Jl. Gang Gegerkalong Hilir No. 179, RT 01/RW 05",Denpasar,Bali,03200,-33.1792405,175.648242
ADR01752,"Komp. Jl. Wonoayu No. 54, RT 15/RW 10",Denpasar,Bali,54259,-6.415734,-98.158176
ADR01753,"Gg. Jl. Gardujati No. 20, RT 09/RW 07",Yogyakarta,DI Yogyakarta,10597,-86.443541,-133.970543
ADR01754,"Jl. Gg. Tebet Barat Dalam No. 89, RT 10/RW 07",Bandung,Jawa Barat,23602,-4.355793,42.895566
ADR01755,"Jalan Jalan Jend. Sudirman No. 143, RT 03/RW 01",Medan,Sumatera Utara,91712,-23.0075645,-79.764236
ADR01756,"Gang Gg. Rumah Sakit No. 106, RT 11/RW 08",Yogyakarta,DI Yogyakarta,09343,11.1711135,94.111798
ADR01757,"Jl. Jalan Pelajar Pejuang No. 182, RT 02/RW 10",Bandung,Jawa Barat,30665,16.4401765,130.33738
ADR01758,"Gg. Jl. Astana Anyar No. 30, RT 02/RW 10",Bandung,Jawa Barat,38755,21.449817,61.220699
ADR01759,"Komp. Jalan Moch. Ramdan No. 16, RT 01/RW 01",Bandung,Jawa Barat,28233,-16.5649485,-34.964058
ADR01760,"Jl. Jl. Pasir Koja No. 16, RT 06/RW 02",Semarang,Jawa Tengah,14272,-86.920553,6.193861
ADR01761,"Jalan Jl. Rungkut Industri No. 31, RT 11/RW 09",Semarang,Jawa Tengah,41491,24.1484025,-116.996662
ADR01762,"Jalan Jl. Jakarta No. 85, RT 06/RW 06",Jakarta,DKI Jakarta,25619,15.981366,-86.939066
ADR01763,"Jl. Jl. KH Amin Jasuta No. 129, RT 15/RW 10",Medan,Sumatera Utara,86251,-38.2671165,71.186312
ADR01764,"Jalan Jalan Waringin No. 88, RT 14/RW 06",Surabaya,Jawa Timur,90555,71.2368095,-174.008187
ADR01765,"Jl. Jalan Dr. Djunjunan No. 200, RT 02/RW 10",Medan,Sumatera Utara,34469,-18.4274085,-64.393704
ADR01766,"Jl. Gg. Peta No. 116, RT 13/RW 10",Denpasar,Bali,09768,-70.021791,-102.130649
ADR01767,"Jl. Jalan Cikutra Timur No. 100, RT 04/RW 02",Makassar,Sulawesi Selatan,26995,-66.2831875,146.370443
ADR01768,"Jl. Gg. Jend. A. Yani No. 13, RT 05/RW 10",Medan,Sumatera Utara,42052,-84.0946835,-72.110792
ADR01769,"Blok Gg. Sadang Serang No. 72, RT 06/RW 01",Medan,Sumatera Utara,12875,-34.314765,-62.571697
ADR01770,"Jl. Jalan Suryakencana No. 37, RT 13/RW 05",Yogyakarta,DI Yogyakarta,13604,61.212388,-21.806247
ADR01771,"Jalan Gang Gegerkalong Hilir No. 57, RT 09/RW 07",Bandung,Jawa Barat,42548,-41.2596115,63.554214
ADR01772,"Jl. Jl. PHH. Mustofa No. 44, RT 15/RW 09",Yogyakarta,DI Yogyakarta,76922,61.6650355,48.715386
ADR01773,"Jl. Gg. Stasiun Wonokromo No. 127, RT 01/RW 04",Yogyakarta,DI Yogyakarta,70721,36.1503835,49.47019
ADR01774,"Komp. Jalan Setiabudhi No. 81, RT 04/RW 02",Yogyakarta,DI Yogyakarta,04431,82.507702,147.552237
ADR01775,"Blok Gang Cikutra Barat No. 6, RT 11/RW 08",Denpasar,Bali,39590,38.7454475,-179.200568
ADR01776,"Jl. Gg. Peta No. 156, RT 10/RW 08",Medan,Sumatera Utara,73397,-31.6298325,-4.681426
ADR01777,"Perum. Jl. Indragiri No. 1, RT 13/RW 06",Medan,Sumatera Utara,93318,22.036152,95.701819
ADR01778,"Jl. Gg. Joyoboyo No. 13, RT 07/RW 10",Denpasar,Bali,46936,11.026159,28.89681
ADR01779,"Jl. Jl. Tebet Barat Dalam No. 59, RT 15/RW 03",Medan,Sumatera Utara,09180,38.0097365,-54.214604
ADR01780,"Jl. Jl. M.T Haryono No. 54, RT 14/RW 07",Jakarta,DKI Jakarta,14197,-35.012145,-30.932331
ADR01781,"Gg. Jalan Cihampelas No. 186, RT 01/RW 09",Jakarta,DKI Jakarta,77545,-85.093384,80.142068
ADR01782,"Jl. Gang S. Parman No. 13, RT 03/RW 10",Bandung,Jawa Barat,80477,63.699471,-151.367076
ADR01783,"Jl. Jl. Medokan Ayu No. 93, RT 11/RW 09",Makassar,Sulawesi Selatan,88597,55.2173135,67.395228
ADR01784,"Jalan Jl. Pacuan Kuda No. 189, RT 11/RW 09",Yogyakarta,DI Yogyakarta,11705,65.939682,-22.37231
ADR01785,"Perum. Gang Kutai No. 140, RT 13/RW 10",Medan,Sumatera Utara,14797,89.64343,123.724425
ADR01786,"Jl. Jl. Suniaraja No. 65, RT 03/RW 06",Makassar,Sulawesi Selatan,81335,-55.4303275,136.549015
ADR01787,"Jalan Gang Medokan Ayu No. 73, RT 02/RW 09",Semarang,Jawa Tengah,05453,-82.5610255,-14.011607
ADR01788,"Jalan Jl. Peta No. 152, RT 12/RW 03",Medan,Sumatera Utara,16651,59.877709,138.701412
ADR01789,"Gg. Jalan Kiaracondong No. 184, RT 08/RW 09",Jakarta,DKI Jakarta,40298,-65.7983485,52.570438
ADR01790,"Jl. Jalan Lembong No. 55, RT 12/RW 08",Jakarta,DKI Jakarta,62100,-29.560202,109.79674
ADR01791,"Perum. Gang Waringin No. 72, RT 04/RW 03",Jakarta,DKI Jakarta,91551,-3.800101,176.853568
ADR01792,"Jl. Jl. Kutai No. 30, RT 06/RW 03",Yogyakarta,DI Yogyakarta,62308,-68.4049455,160.017839
ADR01793,"Komp. Jalan Suniaraja No. 41, RT 03/RW 03",Semarang,Jawa Tengah,76124,-55.437352,-153.024244
ADR01794,"Gg. Gang Ciumbuleuit No. 81, RT 02/RW 03",Jakarta,DKI Jakarta,68207,-48.5392905,79.816375
ADR01795,"Jl. Gang Medokan Ayu No. 96, RT 05/RW 02",Semarang,Jawa Tengah,18989,-43.2357705,26.712392
ADR01796,"Jl. Jalan Joyoboyo No. 102, RT 03/RW 08",Semarang,Jawa Tengah,67408,85.718856,42.96419
ADR01797,"Jl. Gang BKR No. 143, RT 05/RW 01",Medan,Sumatera Utara,22957,-83.32109,-60.163717
ADR01798,"Jl. Jalan Sentot Alibasa No. 181, RT 06/RW 01",Bandung,Jawa Barat,34176,-74.1126155,77.907915
ADR01799,"Jl. Gang Waringin No. 172, RT 06/RW 06",Makassar,Sulawesi Selatan,68919,6.1542995,-79.529259
ADR01800,"Gang Gg. Sukabumi No. 5, RT 10/RW 05",Yogyakarta,DI Yogyakarta,47774,-61.8381595,6.206232
ADR01801,"Komp. Gang Kiaracondong No. 18, RT 02/RW 05",Semarang,Jawa Tengah,44190,-66.420537,-84.998823
ADR01802,"Jl. Jl. Indragiri No. 104, RT 11/RW 02",Surabaya,Jawa Timur,43942,-75.4970775,58.237247
ADR01803,"Jl. Jalan Cikutra Timur No. 97, RT 09/RW 07",Jakarta,DKI Jakarta,59720,3.180093,26.628263
ADR01804,"Gang Jalan Jend. A. Yani No. 79, RT 07/RW 01",Yogyakarta,DI Yogyakarta,19268,-85.0457545,69.136026
ADR01805,"Perum. Jalan Suryakencana No. 22, RT 12/RW 10",Yogyakarta,DI Yogyakarta,96708,-26.646276,-69.292967
ADR01806,"Gang Gg. Ahmad Yani No. 179, RT 15/RW 06",Medan,Sumatera Utara,33828,39.658496,92.977201
ADR01807,"Komp. Gg. Jakarta No. 182, RT 13/RW 10",Surabaya,Jawa Timur,52881,5.4928275,-128.579704
ADR01808,"Jalan Gg. Kutisari Selatan No. 15, RT 08/RW 04",Yogyakarta,DI Yogyakarta,87100,-41.819943,-67.173212
ADR01809,"Gg. Gang Asia Afrika No. 182, RT 08/RW 06",Denpasar,Bali,31345,9.58537,-146.072917
ADR01810,"Jalan Jalan Ahmad Dahlan No. 9, RT 14/RW 03",Jakarta,DKI Jakarta,28997,-59.165231,-158.236714
ADR01811,"Jl. Gang Raya Ujungberung No. 61, RT 05/RW 09",Makassar,Sulawesi Selatan,98111,53.5097615,-172.559396
ADR01812,"Jalan Gg. Bangka Raya No. 59, RT 15/RW 02",Bandung,Jawa Barat,89891,-58.422742,-96.612261
ADR01813,"Jalan Gg. Ronggowarsito No. 102, RT 14/RW 02",Jakarta,DKI Jakarta,43840,-61.1907315,-131.566534
ADR01814,"Jl. Gang Astana Anyar No. 127, RT 07/RW 04",Semarang,Jawa Tengah,35969,-75.283173,-147.435988
ADR01815,"Jl. Jalan Rumah Sakit No. 2, RT 08/RW 05",Bandung,Jawa Barat,30962,41.9758525,59.869306
ADR01816,"Jl. Gg. Indragiri No. 153, RT 14/RW 05",Jakarta,DKI Jakarta,83017,42.739706,46.681384
ADR01817,"Gg. Gg. Cikapayang No. 156, RT 08/RW 09",Bandung,Jawa Barat,92745,-24.0035225,72.259159
ADR01818,"Gang Gang Wonoayu No. 73, RT 11/RW 04",Makassar,Sulawesi Selatan,82606,72.0707145,-102.461761
ADR01819,"Jl. Gg. Gedebage Selatan No. 153, RT 06/RW 05",Yogyakarta,DI Yogyakarta,95883,-78.7891495,-52.661807
ADR01820,"Jl. Gg. Cikapayang No. 90, RT 08/RW 04",Yogyakarta,DI Yogyakarta,37660,-80.936451,-83.530934
ADR01821,"Gg. Gang Cikutra Barat No. 39, RT 07/RW 04",Yogyakarta,DI Yogyakarta,84710,22.670859,97.09416
ADR01822,"Blok Jalan Ciumbuleuit No. 89, RT 12/RW 07",Yogyakarta,DI Yogyakarta,36723,-68.847229,-148.766946
ADR01823,"Jl. Jl. Wonoayu No. 156, RT 01/RW 08",Makassar,Sulawesi Selatan,59751,-23.0427535,-163.58898
ADR01824,"Jalan Jl. Antapani Lama No. 126, RT 05/RW 09",Jakarta,DKI Jakarta,30816,-36.247812,-24.883543
ADR01825,"Jl. Jl. Asia Afrika No. 55, RT 08/RW 06",Denpasar,Bali,02725,83.693447,55.345505
ADR01826,"Perum. Jalan Bangka Raya No. 136, RT 05/RW 10",Makassar,Sulawesi Selatan,95843,13.8950545,-119.666544
ADR01827,"Gg. Gg. Kebonjati No. 96, RT 05/RW 10",Semarang,Jawa Tengah,85824,-37.703182,-19.956889
ADR01828,"Gg. Jl. Ahmad Dahlan No. 20, RT 02/RW 04",Denpasar,Bali,85762,87.617761,-66.631137
ADR01829,"Jalan Jalan Moch. Toha No. 83, RT 13/RW 03",Yogyakarta,DI Yogyakarta,61350,-51.673869,-13.320896
ADR01830,"Jl. Gang Jend. Sudirman No. 28, RT 09/RW 02",Makassar,Sulawesi Selatan,68708,53.8380125,-158.378191
ADR01831,"Gg. Jalan Sentot Alibasa No. 75, RT 15/RW 03",Surabaya,Jawa Timur,29898,-50.505715,-156.746276
ADR01832,"Gang Gang Dipatiukur No. 100, RT 11/RW 04",Denpasar,Bali,72829,-64.094356,-85.062657
ADR01833,"Jalan Jalan Surapati No. 112, RT 15/RW 03",Jakarta,DKI Jakarta,31695,82.6074135,114.502959
ADR01834,"Jl. Jl. Tubagus Ismail No. 128, RT 10/RW 10",Denpasar,Bali,11602,78.9042445,-150.885624
ADR01835,"Jl. Jl. Ir. H. Djuanda No. 53, RT 08/RW 08",Makassar,Sulawesi Selatan,25847,-48.9889285,-53.074326
ADR01836,"Jl. Gang Monginsidi No. 166, RT 03/RW 03",Surabaya,Jawa Timur,89369,45.821496,-171.675447
ADR01837,"Gg. Jl. Sadang Serang No. 156, RT 02/RW 07",Medan,Sumatera Utara,91357,87.07443,121.704988
ADR01838,"Jl. Jl. Waringin No. 13, RT 04/RW 04",Makassar,Sulawesi Selatan,21415,36.254542,-167.794907
ADR01839,"Gang Jalan Gedebage Selatan No. 200, RT 11/RW 01",Surabaya,Jawa Timur,46059,53.96666,138.530318
ADR01840,"Perum. Gg. Gedebage Selatan No. 91, RT 04/RW 02",Makassar,Sulawesi Selatan,04476,89.5754105,-121.426969
ADR01841,"Gang Gang Kiaracondong No. 18, RT 05/RW 06",Makassar,Sulawesi Selatan,05013,21.482685,88.652058
ADR01842,"Blok Gg. Tebet Barat Dalam No. 91, RT 12/RW 02",Surabaya,Jawa Timur,75452,-30.9294935,-10.391693
ADR01843,"Jl. Gang Gegerkalong Hilir No. 22, RT 14/RW 10",Surabaya,Jawa Timur,50552,-14.7482655,-143.218462
ADR01844,"Gang Jl. M.T Haryono No. 151, RT 08/RW 07",Jakarta,DKI Jakarta,15409,61.419239,-88.978652
ADR01845,"Gang Jl. PHH. Mustofa No. 95, RT 13/RW 09",Makassar,Sulawesi Selatan,62972,8.4113655,-21.849598
ADR01846,"Jalan Gg. Pelajar Pejuang No. 23, RT 14/RW 03",Yogyakarta,DI Yogyakarta,99572,25.830532,-68.829527
ADR01847,"Jalan Gang Rumah Sakit No. 1, RT 10/RW 03",Medan,Sumatera Utara,02309,84.992902,67.818831
ADR01848,"Jalan Gg. Erlangga No. 38, RT 12/RW 08",Surabaya,Jawa Timur,86619,46.131167,-106.56199
ADR01849,"Jl. Jalan Pasteur No. 65, RT 02/RW 09",Surabaya,Jawa Timur,62094,-31.216582,-28.339448
ADR01850,"Gg. Jl. Jakarta No. 154, RT 06/RW 06",Surabaya,Jawa Timur,01301,-71.386913,-48.86443
ADR01851,"Gg. Gg. Moch. Toha No. 109, RT 13/RW 03",Bandung,Jawa Barat,98868,-9.8669225,137.827977
ADR01852,"Jl. Gang Veteran No. 51, RT 07/RW 08",Medan,Sumatera Utara,73481,5.432366,-51.301246
ADR01853,"Jl. Jl. Jend. A. Yani No. 186, RT 01/RW 07",Bandung,Jawa Barat,90436,-81.2928525,-9.967193
ADR01854,"Gg. Jalan Pasteur No. 3, RT 01/RW 03",Surabaya,Jawa Timur,64446,75.487048,-40.241436
ADR01855,"Jalan Jalan H.J Maemunah No. 24, RT 01/RW 08",Semarang,Jawa Tengah,10670,75.194452,147.725149
ADR01856,"Jl. Gg. Laswi No. 25, RT 11/RW 04",Denpasar,Bali,32615,-64.7942055,159.470406
ADR01857,"Komp. Jalan BKR No. 195, RT 14/RW 04",Yogyakarta,DI Yogyakarta,04464,17.566352,-57.136018
ADR01858,"Gg. Jl. M.T Haryono No. 7, RT 04/RW 08",Medan,Sumatera Utara,01449,40.2625135,126.762839
ADR01859,"Jalan Gg. KH Amin Jasuta No. 92, RT 14/RW 03",Surabaya,Jawa Timur,35805,-17.735375,-121.154338
ADR01860,"Jalan Jalan Dr. Djunjunan No. 82, RT 12/RW 02",Makassar,Sulawesi Selatan,75006,86.763668,123.713319
ADR01861,"Jl. Jl. Rumah Sakit No. 83, RT 10/RW 10",Surabaya,Jawa Timur,90050,21.8265485,79.611847
ADR01862,"Gg. Jalan Cihampelas No. 22, RT 02/RW 03",Jakarta,DKI Jakarta,33039,-26.918675,79.106082
ADR01863,"Jalan Jalan Lembong No. 1, RT 05/RW 04",Semarang,Jawa Tengah,12170,73.949091,134.408731
ADR01864,"Komp. Gang Kutai No. 147, RT 10/RW 08",Makassar,Sulawesi Selatan,71813,-21.6240025,-118.761726
ADR01865,"Jl. Jl. Kutisari Selatan No. 56, RT 14/RW 01",Denpasar,Bali,61691,55.865567,-1.24183
ADR01866,"Komp. Gg. Ciumbuleuit No. 166, RT 11/RW 01",Makassar,Sulawesi Selatan,67076,68.0529185,22.739042
ADR01867,"Gang Jalan K.H. Wahid Hasyim No. 200, RT 03/RW 04",Denpasar,Bali,89127,-61.818956,72.41772
ADR01868,"Jl. Jalan Jamika No. 88, RT 06/RW 05",Surabaya,Jawa Timur,85781,-73.791162,4.872145
ADR01869,"Jl. Gg. Cikutra Timur No. 134, RT 07/RW 05",Surabaya,Jawa Timur,86318,5.433428,19.450734
ADR01870,"Jl. Gg. Veteran No. 167, RT 08/RW 07",Semarang,Jawa Tengah,67879,87.2280405,-178.553484
ADR01871,"Perum. Gang Gedebage Selatan No. 67, RT 05/RW 07",Jakarta,DKI Jakarta,66911,6.0436385,-68.664744
ADR01872,"Blok Jalan KH Amin Jasuta No. 30, RT 05/RW 09",Makassar,Sulawesi Selatan,24269,77.0070925,40.951414
ADR01873,"Jalan Gang Tubagus Ismail No. 50, RT 09/RW 08",Jakarta,DKI Jakarta,99007,59.6905105,-86.195373
ADR01874,"Jl. Gg. Antapani Lama No. 141, RT 08/RW 09",Denpasar,Bali,13796,-17.290231,179.925504
ADR01875,"Jl. Gg. Ahmad Yani No. 194, RT 02/RW 06",Makassar,Sulawesi Selatan,03834,-64.5122785,-178.491166
ADR01876,"Jalan Jl. Dipenogoro No. 29, RT 12/RW 02",Yogyakarta,DI Yogyakarta,55770,-71.326319,109.189776
ADR01877,"Gg. Jl. Kapten Muslihat No. 8, RT 08/RW 10",Medan,Sumatera Utara,84908,-41.451565,-45.509982
ADR01878,"Komp. Gang Antapani Lama No. 135, RT 10/RW 09",Bandung,Jawa Barat,32013,-78.1588255,-98.906224
ADR01879,"Jalan Jl. Ahmad Yani No. 166, RT 05/RW 03",Makassar,Sulawesi Selatan,54035,31.047798,-136.059827
ADR01880,"Jl. Jl. Stasiun Wonokromo No. 189, RT 12/RW 05",Semarang,Jawa Tengah,47278,-70.282497,-109.780752
ADR01881,"Gg. Gg. Suryakencana No. 9, RT 10/RW 07",Yogyakarta,DI Yogyakarta,73515,86.339789,-25.576773
ADR01882,"Perum. Jalan Tebet Barat Dalam No. 27, RT 03/RW 01",Denpasar,Bali,60766,-18.515596,80.338863
ADR01883,"Gg. Jl. Pasteur No. 180, RT 07/RW 06",Yogyakarta,DI Yogyakarta,46834,51.4422435,-4.453803
ADR01884,"Perum. Gang Sadang Serang No. 96, RT 05/RW 01",Bandung,Jawa Barat,57980,-83.328704,-11.586569
ADR01885,"Jl. Jl. W.R. Supratman No. 65, RT 03/RW 09",Denpasar,Bali,36063,-74.1789745,-142.185731
ADR01886,"Jl. Jalan Dipatiukur No. 29, RT 12/RW 06",Semarang,Jawa Tengah,95927,58.7008125,-49.285735
ADR01887,"Jl. Jl. Jayawijaya No. 59, RT 14/RW 02",Semarang,Jawa Tengah,96834,-4.570076,-117.603596
ADR01888,"Perum. Gg. Ciumbuleuit No. 14, RT 04/RW 03",Yogyakarta,DI Yogyakarta,65151,-31.826246,96.589377
ADR01889,"Jalan Jl. Jend. A. Yani No. 18, RT 11/RW 05",Denpasar,Bali,29365,47.153697,114.202938
ADR01890,"Jl. Gg. Kendalsari No. 39, RT 07/RW 07",Jakarta,DKI Jakarta,05204,56.7887395,112.549616
ADR01891,"Gg. Gg. Ir. H. Djuanda No. 125, RT 05/RW 04",Yogyakarta,DI Yogyakarta,79138,44.498045,20.862659
ADR01892,"Jl. Gg. S. Parman No. 92, RT 07/RW 01",Makassar,Sulawesi Selatan,94094,48.1514875,69.956672
ADR01893,"Gang Jl. Kutisari Selatan No. 98, RT 07/RW 07",Jakarta,DKI Jakarta,78076,22.564619,-126.891919
ADR01894,"Jl. Gang Setiabudhi No. 182, RT 11/RW 05",Surabaya,Jawa Timur,61870,-82.684829,-136.800606
ADR01895,"Jl. Gg. Raya Setiabudhi No. 181, RT 08/RW 09",Medan,Sumatera Utara,22016,-35.717829,13.827959
ADR01896,"Jl. Gang Rungkut Industri No. 61, RT 08/RW 09",Semarang,Jawa Tengah,36472,-0.886547,138.398065
ADR01897,"Jalan Gang R.E Martadinata No. 22, RT 14/RW 07",Surabaya,Jawa Timur,21228,71.502831,104.343539
ADR01898,"Gang Jalan Raya Ujungberung No. 2, RT 07/RW 08",Semarang,Jawa Tengah,14301,81.389323,129.254773
ADR01899,"Gg. Jalan Suniaraja No. 167, RT 09/RW 10",Denpasar,Bali,36325,-61.362317,10.235574
ADR01900,"Blok Jl. Cihampelas No. 147, RT 12/RW 01",Bandung,Jawa Barat,30804,-3.972703,-61.052219
ADR01901,"Jalan Jl. BKR No. 117, RT 15/RW 09",Makassar,Sulawesi Selatan,59047,9.8718515,-22.268471
ADR01902,"Jalan Gang Kutisari Selatan No. 23, RT 04/RW 03",Semarang,Jawa Tengah,71359,-3.6640695,-143.773094
ADR01903,"Jl. Gang Indragiri No. 97, RT 15/RW 03",Jakarta,DKI Jakarta,72847,-67.052737,-102.737758
ADR01904,"Blok Jalan Kendalsari No. 173, RT 07/RW 09",Medan,Sumatera Utara,72419,54.903842,81.265704
